id	Q_chn	open	Q	Time	Interp_chn	A_chn	A	Interp	Primary_id	Alter_id	Day_Stem
90	是否能追回丢失的贵重物品？	0	Is it possible to recover the lost valuable item?	癸未年甲午月乙丑日	"
用神父母爻静，显示物品仍在安全处。
财爻旺动，表示找回物品有望。"	反馈物品被邻居拾获归还，无重大损失。?(六爻实战卦100例2)	The feedback item was picked up and returned by a neighbor, with no major loss.	"The use spirit Parents line is still, indicating that the item is still in a safe place.  
The Wife and Wealth line is prosperous and active, suggesting there is hope of retrieving the item."	48	25	yi
91	是否适合近期换房？	0	Is it suitable to change houses in the near future?	癸巳年丙午月丁酉日	"
父母爻旺动，显示房屋选择较多，机会良好。
财爻旺相，提示测者可顺势行动。"	反馈换房顺利，价格和房源都符合预期。?(六爻名家卦例大收集47)	The feedback for swapping the house was smooth, with both the price and the available properties meeting expectations.	When the Parents line is strong and active, it indicates that there are many options for choosing a house, with good opportunities. When the Wealth line is prosperous, it suggests that the inquirer can act in accordance with the prevailing situation.	14	37	ding
92	远方的亲戚是否健康平安？	0	Are the relatives in distant places healthy and safe?	甲申年乙未月庚寅日	"
用神父母爻旺动，显示亲戚身体状况大体良好。
世爻旺相，暗示测者对此较为关心。"	反馈亲戚健康良好，并与测者保持联系。?(六爻实战卦100例2)	Feedback indicates that the relatives are in good health and maintain contact with the inquirer.	The Parents element is strong and active, indicating that the relatives' health is generally good. The self-element is strong and favorable, suggesting that the inquirer is quite concerned about this matter.	45	42	geng
93	是否适合近期购置大件家电？	0	Is it suitable to purchase large household appliances in the near future?	丙辰年壬午月丁亥日	"
财爻旺动化吉，显示家电购置时机良好。
世爻静，提醒测者需根据预算合理选择。"	反馈购置顺利，产品质量和价格均满意。?(六爻实战卦100例2)	Feedback on purchasing is smooth, and both product quality and price are satisfactory. (One Hundred Practical Examples of Hexagrams 2)	The Wife and Wealth line is prosperous and transforms auspiciously, indicating a good opportunity for purchasing home appliances. The Situational line is static, reminding the querent to make reasonable choices based on the budget.	40	46	ding
94	朋友是否会按时归还借款？	0	Will the friend return the loan on time?	癸未年甲午月乙卯日	"
财爻静，显示朋友有还款意愿，但进程稍缓。
世爻旺相，提示测者需主动沟通协调。"	反馈借款按期归还，双方关系无损。?(六爻实战卦100例2)	Repaying the loan on time ensures that the relationship between both parties remains unharmed.	The Wife and Wealth line is static, indicating that friends have the intention to repay, but the process is slightly slow. The self line is prosperous, suggesting that the querent needs to actively communicate and coordinate.	19	33	yi
95	是否能顺利开展新业务？	0	Can the new business be smoothly developed?	癸巳年甲午月乙亥日	"
财爻旺动，显示新业务有潜力。
世爻得应爻生扶，显示测者有能力推动业务进展。"	反馈业务初期平稳，后续逐步扩大规模。?(六爻名家卦例大收集47)	The feedback business was initially stable, and subsequently gradually expanded in scale.	The wealth line is active and prosperous, indicating potential in new business. The self line receives support from the correspondence line, showing that the inquirer has the ability to advance the business.	25	21	yi
96	近期是否适合购入商铺？	0	Is it suitable to purchase a shop in the near future?	癸巳年乙未月甲申日	"
财爻旺动，显示商铺市场稳定，时机较佳。
世爻静，提示测者需仔细评估价格和地段。"	反馈购入商铺后租赁顺利，收益稳定。?(六爻实战卦100例2)	Feedback indicates that leasing was smooth and income was stable after acquiring the shop. (One Hundred Cases of Six Yao Practical Hexagrams 2)	The Wife and Wealth line is flourishing and moving, indicating that shops and markets are stable, and the timing is quite favorable. The World line is static, suggesting that the diviner should carefully assess the price and location.	50	48	jia
97	是否能找到丢失的手表？	0	Is it possible to find the lost watch?	甲午年癸未月乙卯日	"
用神伏于世爻，表示物品可能隐藏在熟悉的地方。
财爻化退，显示找回手表可能需要耐心。"	反馈手表最终在车内找到，无损失。?(六爻实战卦100例2)	The feedback wristwatch was ultimately found inside the car without any loss. (Sixty-four Hexagrams Practical Example 100 Cases 2)	The Significator hidden in the Self line indicates that the item may be concealed in a familiar place. The Wealth line transforming to retreat suggests that retrieving the watch may require patience.	23	22	yi
98	是否能成功出售手中房产？	0	Will it be possible to successfully sell the property in hand?	乙未年丙午月丁酉日	"
财爻旺动，显示出售房产的市场环境较好。
世爻静而化退，提示可能需要降价吸引买家。"	反馈房产成功出售，但价格略低于预期。?(六爻名家卦例大收集47)	Feedback on the successful sale of the property, but the price is slightly lower than expected.	The Wife and Wealth line is prosperous and active, indicating that the market conditions for selling property are quite favorable. The representative line is static and transforms into retreat, suggesting that it may be necessary to lower the price to attract buyers.	14	19	ding
100	母亲健康状况是否需要特别注意？	0	Does the health condition of the mother need special attention?	癸未年甲午月乙亥日	"
父母爻旺动，显示健康基础尚可，但需注意日常调养。
世爻旺相，显示测者较为关心母亲情况。"	反馈母亲因轻微高血压就诊后恢复良好。?(六爻实战卦100例2)	The feedback indicates that the mother's recovery was good after seeking medical attention for mild hypertension.	The line of Parents is thriving and active, indicating a reasonably stable foundation of health, but daily maintenance should be observed. The main line is vigorous, showing that the inquirer is quite concerned about the mother's situation.	45	46	yi
101	是否适合近期参加重要比赛？	0	Is it suitable to participate in an important competition in the near future?	甲申年乙未月庚辰日	"
子孙爻旺动，显示参赛者状态良好，具备竞争力。
财爻静，表示比赛虽重要，但不宜过度追求结果。"	反馈参赛表现稳定，但未获奖项。?(六爻实战卦100例2)	The feedback on the competition performance was stable, but no award was won.	The Children line is active and prosperous, indicating that the competitor is in good condition and competitive. The Wife and Wealth line is static, suggesting that while the competition is important, it is not advisable to excessively pursue the outcome.	13	18	geng
102	孩子是否能通过留学申请？	0	Can the child succeed in applying for study abroad?	癸巳年甲午月丁卯日	"
子孙爻旺动，显示申请条件充分。
世爻静，提示测者需关注申请中的细节。"	反馈留学申请成功，学校录取通知顺利到达。?(六爻名家卦例大收集47)	Feedback on the successful study abroad application, the school's admission notification arrived smoothly.	The Children line is strong and active, indicating that the application conditions are sufficient. The Self line is still, suggesting that the querent needs to pay attention to the details within the application.	25	40	ding
103	近期是否适合做高风险投资？	0	Is it suitable to engage in high-risk investments in the near future?	甲午年丙辰月庚寅日	"
财爻旺动化进，显示投资机会较好。
世爻化退，提示测者需谨慎操作，不宜贪大求快。"	反馈部分投资成功，但风险收益不成比例，决定降低风险偏好。?(六爻实战卦100例2)	Feedback is that part of the investment was successful, but the risk and return are not proportional, and it is decided to reduce the risk preference.	The Wife and Wealth line is prosperous and active, indicating that investment opportunities are favorable. The World line transforms into retreat, suggesting that the inquirer should exercise caution and avoid seeking something overly ambitious or quick.	14	13	geng
104	孩子的学业是否能顺利进步？	0	Will the child's studies progress smoothly?	癸巳年壬辰月甲申日	"
子孙爻旺动，显示孩子学习基础良好，进步可期。
官鬼爻化吉，显示学习中得到贵人相助或启发。"	反馈成绩提升显著，家长和老师均感满意。?(六爻实战卦100例2)	Feedback on the academic performance improvement is remarkable, both parents and teachers are satisfied.	The Children line is vibrant and active, indicating that the child's learning foundation is solid and progress is promising. The Demons line transforms auspiciously, showing that assistance or inspiration from benefactors is received during learning.	42	50	jia
105	朋友借款是否能按时归还？	0	Can a friend repay the loan on time?	乙未年丙午月丁亥日	"
财爻静而化进，显示朋友有还款意愿。
世爻旺动，提示测者需主动提醒。"	反馈借款按时归还，无纠纷。?(六爻名家卦例大收集47)	The loan repayment was made on time, without any disputes.	The Wife and Wealth line is static and transforms into advance, indicating that friends have the intention to repay. The self line is prosperous and moving, suggesting that the diviner needs to take the initiative to remind.	19	9	ding
106	是否能顺利购入心仪的房产？	0	Will it be possible to successfully purchase the desired property?	癸未年甲午月乙亥日	"
父母爻旺动，显示房源条件理想。
世爻静，提醒测者需抓紧时机，避免错失机会。"	反馈房产成功购入，后续装修顺利。?(六爻实战卦100例2)	Successfully purchased the property, and the subsequent renovations proceeded smoothly.	When the Parents line is prosperous and active, it indicates that the property conditions are ideal. The World line is still, reminding the seeker to seize the opportunity to avoid missing out.	18	45	yi
107	是否适合近期旅行？	0	Is it suitable to travel in the near future?	甲申年乙未月庚辰日	"
子孙爻旺动，显示旅行时机较好，心情愉悦。
世爻旺相，提示需做好规划以确保顺利。"	反馈旅行顺利，体验愉快。?(六爻实战卦100例2)	Feedback on the journey was smooth, and the experience was pleasant. (Sixty-four Hexagrams Practical Application 100 Cases 2)	The Children line is vibrant and moving, indicating a favorable time for travel with a joyful mood. The Position line is prosperous and suggests the need for thorough planning to ensure smooth progress.	30	31	geng
108	是否能成功应对公司突发问题？	0	Can we successfully handle sudden company issues?	丙辰年壬午月甲寅日	"
官鬼爻旺动，显示问题虽复杂，但有能力解决。
世爻旺相，提示测者需保持冷静，逐步处理。"	反馈问题成功解决，公司恢复正常运营。?(六爻名家卦例大收集47)	The problem was successfully resolved, and the company returned to normal operations.	The Demons line is prosperous and active, indicating that although the problem is complex, there is the ability to solve it. The self line is prosperous, suggesting that the querent should remain calm and handle things step by step.	9	21	jia
109	亲戚是否会按时到访？	0	Will relatives arrive on time?	癸未年乙未月庚寅日	"
父母爻旺动，显示亲戚有意按时到访，但可能因小事稍有耽搁。
世爻静而得日扶，表示测者对此无需担忧。"	反馈亲戚按计划到访，无明显延误。?(六爻实战卦100例2)	Feedback from relatives arrived as planned, with no significant delays.	The Parents line is active and prosperous, indicating that relatives intend to visit on time, though there may be slight delays due to minor matters. The self line is still but supported by the day, signifying that the inquirer need not worry about this.	25	22	geng
110	是否能成功处理家庭矛盾？	0	Is it possible to successfully resolve family conflicts?	乙未年甲午月乙亥日	"
兄弟爻旺动，显示家庭成员之间沟通良好。
世爻旺相，提示测者在化解矛盾中起关键作用。"	反馈矛盾逐步解决，家庭气氛和睦。?(六爻名家卦例大收集47)	Feedback contradictions are gradually resolved, creating a harmonious family atmosphere.	The Sibling line is vibrant and active, indicating good communication among family members. The self line is strong and auspicious, suggesting the inquirer plays a crucial role in resolving conflicts.	37	33	yi
111	公司财务状况是否能改善？	0	Will the company's financial situation improve?	甲午年乙未月庚寅日	"
财爻旺动，显示财务压力可逐步缓解。
世爻化吉，提示公司需优化成本管理。"	反馈财务状况在第三季度显著改善，盈利逐渐恢复。?(六爻实战卦100例2)	The feedback on the financial situation showed significant improvement in the third quarter, with profits gradually recovering.	"The Wife and Wealth line is prosperous and moving, indicating that financial pressure can gradually ease.  
The self line transforms to auspiciousness, suggesting that the company needs to optimize cost management."	42	41	geng
112	能否顺利完成团队新任务？	0	Can the team successfully complete the new task?	丙辰年乙未月甲子日	"
财爻旺动，显示团队资源充足，计划推进顺利。
世爻静，提示需加强内部沟通与协作。"	反馈任务按时完成，客户满意度高。?(六爻名家卦例大收集47)	Feedback tasks were completed on time, resulting in high customer satisfaction.	The Wealth line is thriving and active, indicating abundant team resources and smooth progress of the plan. The World line is static, suggesting a need to strengthen internal communication and collaboration.	31	40	jia
113	是否适合扩展公司业务？	0	Is it suitable to expand the company's business?	癸巳年甲午月乙亥日	"
财爻旺动化吉，显示扩展业务的市场环境较好。
世爻得月扶，提示测者需关注核心资源整合。"	反馈业务扩展后业绩增长显著。?(六爻实战卦100例2)	After expanding feedback services, performance growth was significant.	The Wife and Wealth line is prosperous and active, transforming into auspiciousness, indicating that the market environment for business expansion is favorable. The self line is supported by the month, suggesting that the querent needs to focus on the integration of core resources.	50	45	yi
114	是否能顺利找到合适的合作伙伴？	0	Can I successfully find a suitable partner?	乙未年丙午月庚辰日	"
官鬼爻旺动，显示合作伙伴资质优秀。
世爻静，提示测者需耐心沟通，达成共识。"	反馈最终找到合作伙伴，合作关系稳定。?(六爻名家卦例大收集47)	Feedback finally found a partner for collaboration, with a stable cooperative relationship.	The line of Demons is active, indicating that the partner's qualifications are excellent. The position of the self-line is static, suggesting that the querent needs to communicate patiently to reach a consensus.	9	22	geng
116	是否适合在今年升级设备？	0	Is it suitable to upgrade the equipment this year?	甲午年乙未月庚寅日	"
父母爻旺动，显示设备升级有助于生产效率提升。
世爻静，提示测者需谨慎评估升级成本。"	反馈设备升级后运行良好，显著提升产能。?(六爻名家卦例大收集47)	The feedback indicates that the equipment is running well after the upgrade, significantly improving productivity.	When the Parents line is active and prosperous, it indicates that upgrading equipment will contribute to an increase in production efficiency. The self line is static, suggesting that the inquirer should carefully assess the upgrade costs.	40	33	geng
117	是否能顺利与对方签署协议？	0	Can we successfully sign the agreement with the other party?	丙辰年壬午月庚寅日	"
财爻旺动，显示协议内容对双方有利。
世爻得日扶，提示测者需提前准备关键条款。"	反馈协议成功签署，后续合作顺利开展。?(六爻实战卦100例2)	The feedback agreement was successfully signed, and the subsequent cooperation proceeded smoothly.	The Wife and Wealth line is active and prosperous, indicating the agreement's content is beneficial to both parties. The ruling line is supported by the day, suggesting the querent needs to prepare the key terms in advance.	31	30	geng
118	是否能按期完成重要文件提交？	0	Can the important document submission be completed on time?	癸巳年乙未月甲申日	"
父母爻旺动，显示文件提交进程较顺利。
世爻静而化吉，提示测者需注重细节核查。"	反馈文件按期提交，并获批准。?(六爻实战卦100例2)	The feedback document was submitted on schedule and received approval.	If the Parents line is vigorous and active, it indicates the document submission process is relatively smooth. The Self line is still and transforms into auspiciousness, suggesting that the querent needs to pay attention to detailed verification.	18	14	jia
120	是否能通过评估获得贷款？	0	Can a loan be obtained through an assessment?	乙未年壬午月甲子日	"
财爻旺动化进，显示贷款申请条件具备，审核较顺利。
世爻旺相，提示测者需准备充足材料以提高成功率。"	反馈贷款成功批复，资金按时到账。?(六爻实战卦100例2)	Feedback on the loan approval was successful, and the funds were credited on time. (One Hundred Cases of Hexagram Practical Application, Example 2)	The line of wealth is prosperous and active, transforming into advancement, indicating that loan application conditions are met, and the review process is relatively smooth. The line of the subject is prosperous and favorable, suggesting that the querent needs to prepare sufficient materials to increase the success rate.	42	25	jia
121	朋友是否能成功换工作？	0	Can a friend successfully change jobs?	癸未年丙午月庚辰日	"
官鬼爻旺动，显示工作机会较多，但竞争压力大。
财爻静而得日扶，提示朋友需耐心等待时机。"	反馈朋友成功换岗，薪资有所提升。?(六爻实战卦100例2)	The feedback from a friend indicates a successful job change with a salary increase.	The Demons line is vigorous and active, indicating there are more job opportunities, but the competition is intense. The Wife and Wealth line is still but supported by the day, suggesting that friends need to be patient and wait for the right opportunity.	40	41	geng
122	是否能顺利完成家庭装修？	0	Can the home renovation be successfully completed?	丙辰年甲午月庚寅日	"
父母爻旺动，显示装修计划实施顺利。
世爻静，提示测者需关注预算控制，避免超支。"	反馈装修按计划完成，整体满意。?(六爻名家卦例大收集47)	Feedback on the renovation has been completed as planned, and overall, it is satisfactory.	The Parents line is prosperous and active, indicating that the renovation plan will be implemented smoothly. The 'Self' line is static, advising the querent to pay attention to budget control to avoid overspending.	18	22	geng
123	是否适合参加朋友组织的合资项目？	0	Is it suitable to participate in a joint venture project organized by a friend?	癸未年壬午月乙亥日	"
财爻旺动，显示项目有较高可行性。
世爻静而化吉，提示测者需详细评估项目风险。"	反馈项目初期进展顺利，但后期收益略低于预期。?(六爻实战卦100例2)	The initial progress of the feedback project was smooth, but the later returns were slightly below expectations.	The Wife and Wealth line is prosperous and active, indicating that the project has a relatively high feasibility. The self-line is quiet and transforms to auspiciousness, suggesting that the inquirer needs to carefully assess the project's risks.	13	9	yi
124	是否能找到失去联络的朋友？	0	Is it possible to find a friend with whom contact has been lost?	甲午年乙未月庚寅日	"
兄弟爻旺动，显示朋友目前情况稳定。
世爻得日扶，提示测者需通过亲近关系重新取得联络。"	反馈朋友通过第三方主动联系测者，关系恢复。?(六爻实战卦100例2)	Feedback from friends indicated that they proactively reached out to the inquirer through a third party, and the relationship was restored. (Example of Hexagram in Practice 100 Instances 2)	The Sibling line is strong and active, indicating the friend's current situation is stable. The position line is supported by the day, suggesting that the querent needs to reestablish contact through close relationships.	45	37	geng
125	是否能顺利处理与客户的纠纷？	0	Can the dispute with the client be handled smoothly?	癸巳年甲午月丁酉日	"
官鬼爻旺动，显示纠纷处理难度较大，但有解决希望。
财爻静，提示需合理让步以达成共识。"	反馈纠纷最终和解，双方满意。?(六爻名家卦例大收集47)	Feedback disputes ultimately resolved, both parties satisfied.	The Demons line is vigorous and active, indicating that the difficulty in handling disputes is quite significant, but there is hope for resolution. The Wealth line is static, suggesting the need for reasonable concessions to reach a consensus.	31	50	ding
126	是否适合近期开展新产品开发？	0	Is it suitable to begin new product development in the near future?	癸未年丙午月乙亥日	"
财爻旺动化进，显示开发条件成熟。
世爻静，提示测者需控制成本，合理规划资源。"	反馈新产品开发成功，市场反响良好。?(六爻实战卦100例2)	Feedback on the successful development of a new product has been positive in the market.	The line of wealth is prosperous and active, transforming into progress, indicating that conditions for development are ripe. The line representing the subject is static, suggesting that the inquirer needs to control costs and reasonably plan resources.	42	19	yi
127	是否能顺利完成研究项目？	0	Will the research project be successfully completed?	甲午年癸未月庚辰日	"
子孙爻旺动，显示研究基础扎实，有成功可能。
世爻静而得日扶，提示测者需专注进展，避免分心。"	反馈项目按时完成，成果被认可。?(六爻实战卦100例2)	The feedback project was completed on time, and the results were acknowledged.	The line of Children is strong and active, indicating a solid research foundation and potential for success. The line of the self is quiet and supported by the day, suggesting the inquirer needs to focus on progress and avoid distractions.	30	20	geng
128	是否能顺利完成近期重大交易？	0	Can the recent major transaction be completed smoothly?	丙辰年甲午月庚寅日	"
财爻旺动，显示交易的各项条件已成熟。
世爻化进，提示测者需注意流程细节，以确保交易顺利完成。"	反馈交易如期完成，双方满意。?(六爻实战卦100例2)	Feedback on the transaction was completed on schedule, and both parties were satisfied.	The line related to wealth is strong and active, indicating that all conditions for the transaction have matured. The line representing the self transforms into advancement, suggesting the inquirer needs to pay attention to procedural details to ensure the transaction is completed smoothly.	22	9	geng
129	是否能与亲戚和解？	0	Can reconciliation with relatives be achieved?	甲午年乙未月丁酉日	"
兄弟爻旺动，显示家庭关系中存在沟通障碍。
世爻静而化退，提示和解需从双方理解与耐心入手。"	反馈矛盾逐步化解，家庭关系恢复和谐。?(六爻名家卦例大收集47)	Contradictions are gradually resolved, and family relationships are restored to harmony.	The Sibling line is active and flourishing, indicating communication obstacles within family relationships. The main line is static and transforms into retreat, suggesting that reconciliation requires mutual understanding and patience.	37	33	ding
130	是否适合近期推出新营销活动？	0	Is it suitable to launch a new marketing campaign in the near future?	癸巳年甲午月乙亥日	"
财爻旺动化吉，显示营销活动时机良好，预期效果较佳。
世爻旺相，提示测者需注重活动创意及推广力度。"	反馈活动成功，客户转化率提升。?(六爻实战卦100例2)	Feedback activities were successful, resulting in an increase in customer conversion rate. (One Hundred Examples of Six Yao Practical Divination 2)	The line of Wife and Wealth is prosperous and active, transforming into auspiciousness, indicating that the timing for marketing activities is good, and the expected outcomes are relatively favorable. The line of the querent is prosperous and favorable, suggesting that the person seeking guidance should focus on creativity and the strength of promotion in activities.	42	14	yi
131	是否能顺利协调与同事的分歧？	0	Can differences with colleagues be smoothly coordinated?	乙未年丙午月庚辰日	"
用神兄弟爻旺动，显示同事间的分歧有望调和。
世爻静，提示测者需耐心倾听并找到共同利益点。"	反馈矛盾化解，团队合作更加融洽。?(六爻实战卦100例2)	Feedback resolves conflicts, leading to more harmonious team collaboration.	The use of the Sibling line being prosperous and active indicates that disagreements among colleagues are likely to be resolved. The generation line being still suggests that the querent should patiently listen and identify common points of interest.	25	20	geng
132	是否能顺利完成年度考核目标？	0	Can the annual assessment objectives be successfully completed?	甲申年乙未月庚寅日	"
官鬼爻旺动，显示考核目标具备实现的可能。
世爻旺相，提示测者需注重时间管理和计划执行。"	反馈目标如期完成，考核结果优秀。?(六爻实战卦100例2)	The feedback target was completed on schedule, with an excellent assessment result. 	The Demons line is strong and active, indicating that the objectives of the assessment have the potential to be realized. The subject line is prosperous, suggesting that the diviner should focus on time management and execution of plans.	13	31	geng
133	孩子是否能进入理想学校？	0	Can the child be admitted to the ideal school?	癸未年壬午月丁卯日	"
子孙爻旺动，显示孩子具备进入理想学校的能力和条件。
世爻静，提示测者需协助孩子完善申请材料。"	反馈孩子成功入学，学习环境优越。?(六爻名家卦例大收集47)	Feedback from the child successfully entering school, learning environment superior. (Collected major hexagram examples by Six Yao Masters 47)	The Children line is vibrant and active, indicating that the child possesses the capability and conditions to enter an ideal school. The Significator line is still, suggesting that the querent should assist the child in perfecting the application materials.	31	42	ding
134	是否能妥善处理客户投诉？	0	Can we properly handle customer complaints?	丙辰年癸未月庚寅日	"
财爻旺动，显示客户的投诉具有较大影响力。
世爻化吉，提示测者需冷静应对，提出有效解决方案。"	反馈投诉处理妥当，客户关系修复。?(六爻实战卦100例2)	Feedback and complaints are properly handled, restoring customer relationships.	The Wife and Wealth line is strong and active, indicating that the client's complaint has significant influence. The self line transforms positively, suggesting that the querent needs to remain calm and propose effective solutions.	40	41	geng
135	是否适合近期开展团队建设活动？	0	Is it suitable to conduct team-building activities in the near future?	癸巳年甲午月丁酉日	"
财爻旺动，显示团队建设活动能够增强凝聚力。
世爻旺相，提示测者需设计有吸引力的活动形式。"	反馈活动成功举办，团队氛围明显改善。?(六爻实战卦100例2)	The feedback event was successfully held, and the team atmosphere has noticeably improved.	The Wife and Wealth line is strong and active, indicating that team-building activities can enhance cohesion. The World line is prosperous and suggests that the querent needs to design engaging activity formats.	14	25	ding
136	是否能顺利完成年度销售目标？	0	Will the annual sales target be successfully accomplished?	癸未年甲午月乙亥日	"
财爻旺动化吉，显示销售目标具备实现的可能性。
世爻静，提示测者需优化销售策略，合理分配资源。"	反馈销售目标提前完成，年度收益显著增长。?(六爻名家卦例大收集47)	Feedback on sales targets was achieved ahead of schedule, with a significant increase in annual revenue.	The Wealth line is prosperous and active, transforming into auspicious, indicating the possibility of achieving sales targets. The Self line is static, suggesting that the inquirer needs to optimize their sales strategy and allocate resources reasonably.	22	37	yi
137	是否适合近期参与大型展会？	0	Is it suitable to participate in a large exhibition in the near future?	丙辰年壬午月庚寅日	"
财爻旺动，显示展会活动能够带来可观收益。
世爻静而得日扶，提示测者需充分准备展会相关物料。"	反馈展会表现良好，品牌知名度提升。?(六爻实战卦100例2)	Feedback from the exhibition was positive, and brand awareness has increased.	The Wife and Wealth line is vigorous and moving, indicating that the exhibition activities can bring considerable profits. The generation line is still but receives support from the day, suggesting that the inquirer needs to fully prepare the materials related to the exhibition.	40	50	geng
138	近期是否适合扩大公司规模？	0	Is it suitable to expand the company scale in the near future?	癸巳年乙未月庚辰日	"
财爻旺动，显示公司扩张具备资源基础。
世爻旺相，提示测者需注意新领域的风险管控。"	反馈扩张顺利，业务范围拓展成功。?(六爻实战卦100例2)	Feedback and expansion are smooth, and the business scope successfully expands.	The active and prosperous Wife and Wealth line indicates that the company has the resource foundation for expansion. The prosperous and favorable self line suggests the need for the inquirer to pay attention to risk management in new domains.	13	9	geng
139	是否能顺利完成孩子的入学手续？	0	Is it possible to smoothly complete the child's enrollment procedures?	甲申年乙未月庚寅日	"
父母爻旺动，显示入学手续办理较为顺利。
世爻静而化吉，提示测者需提前准备相关材料。"	反馈手续顺利完成，入学时间如期安排。?(六爻实战卦100例2)	The feedback procedure has been successfully completed, and the admission time is scheduled as planned.	"The Parents line is flourishing and active, indicating that the enrollment procedures are quite smooth.  
The self line is quiet and turns auspicious, suggesting that the querent should prepare the relevant materials in advance."	25	30	geng
140	是否能成功解决供应链问题？	0	Will it be possible to successfully resolve the supply chain issues?	丙辰年甲午月乙亥日	"
财爻旺动化进，显示供应链问题具备解决可能。
世爻旺相，提示测者需主动协调各方资源。"	反馈供应链逐步恢复正常，生产稳定进行。?(六爻名家卦例大收集47)	Feedback supply chain gradually returns to normal, and production proceeds steadily.	The Wife and Wealth line is prosperous and active, transforming into advancement, indicating that supply chain issues have the potential to be resolved. The Self line is prosperous and favorable, suggesting that the inquirer needs to actively coordinate resources from all parties.	42	45	yi
141	是否能顺利完成年度审计？	0	Can the annual audit be completed smoothly?	癸巳年甲午月丁酉日	"
财爻旺动，显示审计材料准备充分。
世爻静，提示测者需重点关注数据细节。"	反馈审计顺利通过，无重大问题。?(六爻实战卦100例2)	The feedback from the audit has been successfully processed, with no major issues detected.	The Wife and Wealth line is flourishing and moving, indicating that the audit materials are well-prepared. The Self line is still, suggesting that the querent needs to pay special attention to data details.	14	33	ding
142	是否能及时完成重要的维修项目？	0	Can the important repair project be completed on time?	甲午年乙未月庚辰日	"
父母爻旺动，显示维修过程进展顺利。
世爻静而化吉，提示测者需合理安排人力和预算。"	反馈维修如期完成，后续运行稳定。?(六爻实战卦100例2)	The feedback on the maintenance was completed on schedule, and subsequent operations have been stable.	When the Parents line is thriving and active, it indicates that the repair process is progressing smoothly. The main line is still and transforms into good fortune, suggesting that the inquirer needs to reasonably allocate manpower and budget.	45	20	geng
143	是否能成功获取政府项目支持？	0	Will it be possible to successfully obtain government project support?	乙未年丙午月庚辰日	"
官鬼爻旺动，显示项目具备较高的政府支持可能性。
世爻旺相，提示测者需加强申请文件的完整性。"	反馈项目获批，资金及时到位。?(六爻名家卦例大收集47)	The feedback project has been approved, and the funds are timely in place.	The Demons line is vibrant and active, indicating that the project has a high possibility of government support. The self line is prosperous, suggesting that the querent needs to enhance the completeness of application documents.	18	25	geng
144	是否适合近期与新客户合作？	0	Is it suitable to collaborate with new clients in the near future?	癸未年甲午月丁卯日	"
财爻旺动，显示新客户合作有较大潜力。
世爻静而化吉，提示测者需详细了解客户背景。"	反馈合作进展顺利，带来可观收益。?(六爻名家卦例大收集47)	Feedback on the cooperation has been progressing smoothly, bringing considerable profits.	The Wife and Wealth line is vibrant and active, indicating significant potential for collaboration with new clients. The Self line is still and transforms to auspicious, suggesting that the querent should thoroughly understand the client's background.	42	9	ding
145	是否能找到合适的新员工？	0	Is it possible to find suitable new employees?	丙辰年壬午月庚寅日	"
官鬼爻旺动，显示招聘条件合理，有较大可能找到理想人选。
世爻静而得日扶，提示测者需明确职位需求。"	反馈新员工表现优异，与团队配合融洽。?(六爻实战卦100例2)	Feedback on the new employee's outstanding performance and seamless team cooperation.	The Demons line is strong and moving, indicating that the recruitment conditions are reasonable and there is a significant possibility of finding an ideal candidate. The principal line is static but receives support from the day, suggesting that the questioner needs to clarify the position's requirements.	31	50	geng
146	是否适合近期启动新技术项目？	0	Is it suitable to launch a new technology project in the near future?	甲午年乙未月庚辰日	"
财爻旺动化吉，显示项目启动条件良好。
世爻静而化退，提示测者需控制初期投入成本。"	反馈项目启动成功，进展平稳。?(六爻实战卦100例2)	The feedback project was launched successfully, and progress is smooth.	The Wife and Wealth line is flourishing and transforms auspiciously, indicating that the project initiation conditions are favorable. The self line is static and changes to retreat, suggesting the inquirer needs to control initial investment costs.	45	33	geng
147	是否能顺利完成公司内部的资源整合？	0	Can the internal resource integration within the company be successfully completed?	癸巳年甲午月丁酉日	"
兄弟爻旺动，显示内部沟通与协调需加强。
世爻静而得日扶，提示整合进程需逐步推进。"	反馈整合顺利完成，提升了整体效率。?(六爻名家卦例大收集47)	Feedback integration was successfully completed, enhancing overall efficiency.	The Sibling line is active, indicating that internal communication and coordination need to be strengthened. The self line is still but supported by the day, suggesting that the integration process needs to be gradually advanced.	25	18	ding
148	是否能顺利获取重要市场数据？	0	Can I successfully obtain critical market data?	乙未年丙午月庚辰日	"
官鬼爻旺动，显示市场数据的获取渠道畅通。
世爻旺相，提示测者需与合作方保持良好关系。"	反馈数据及时到位，为后续决策提供了依据。?(六爻实战卦100例2)	Feedback data was provided promptly and accurately, offering a basis for subsequent decision-making.	The Demons line is strong and active, indicating that the channels for acquiring market data are smooth. The representative line is strong and favorable, suggesting that the querent should maintain a good relationship with partners.	40	50	geng
